Date,Close/Last,Volume,Open,High,Low
07/13/2023,97.01,9742728,96.675,97.07,96.575
07/12/2023,96.21,8255066,95.91,96.34,95.77
07/11/2023,95.28,6327171,95.26,95.42,95.13
07/10/2023,95.08,6622657,94.74,95.22,94.73
07/07/2023,94.59,6577624,94.575,94.945,94.54
07/06/2023,94.71,9285229,94.76,94.86,94.36
07/05/2023,95.49,10186200,95.95,96.00,95.37
07/03/2023,95.95,4685957,96.315,96.62,95.95
06/30/2023,96.60,7450786,96.42,96.655,96.305
06/29/2023,96.39,8268789,96.505,96.58,96.22
06/28/2023,97.39,5257355,97.14,97.43,96.95
06/27/2023,97.00,4752458,97.32,97.495,96.8694
06/26/2023,97.34,2976587,97.35,97.4255,97.16
06/23/2023,97.10,4112143,97.465,97.50,96.975
06/22/2023,96.70,4102148,96.96,97.125,96.6278
06/21/2023,97.25,5119647,96.90,97.33,96.75
06/20/2023,97.16,5477521,97.05,97.39,97.05
06/16/2023,96.87,6538076,96.81,97.05,96.59
06/15/2023,97.29,5959311,97.11,97.36,96.98
06/14/2023,96.54,7704389,96.70,96.83,96.175
06/13/2023,96.41,9173507,97.25,97.32,96.26
06/12/2023,97.10,5261660,97.09,97.115,96.67
06/09/2023,96.94,6421876,96.96,97.08,96.77
06/08/2023,97.29,5841899,96.81,97.31,96.77
06/07/2023,96.64,8226649,97.215,97.32,96.54
06/06/2023,97.35,3986269,97.33,97.375,97.06
06/05/2023,97.29,6243050,96.92,97.56,96.82
06/02/2023,97.32,7585448,97.93,97.96,97.24
06/01/2023,98.10,18161560,98.115,98.38,97.9732
05/31/2023,98.06,10817910,97.75,98.205,97.615
05/30/2023,97.69,7882984,97.22,97.69,97.145
05/26/2023,96.93,7408900,96.60,96.93,96.39
05/25/2023,96.75,11647750,97.18,97.26,96.67
05/24/2023,97.36,7415494,97.725,97.77,97.31
05/23/2023,97.61,8264266,97.31,97.73,97.23
05/22/2023,97.45,7034752,97.65,97.895,97.40
05/19/2023,97.63,12923500,97.65,98.10,97.455
05/18/2023,98.00,9448919,98.25,98.26,97.96
05/17/2023,98.61,5542595,98.99,99.02,98.49
05/16/2023,98.93,7194048,98.865,98.995,98.65
05/15/2023,99.25,4459070,99.19,99.25,99.12
05/12/2023,99.47,5107312,99.99,100.07,99.44
05/11/2023,100.07,5979642,100.29,100.41,99.96
05/10/2023,99.70,9930757,99.41,99.78,99.40
05/09/2023,98.96,7317240,99.07,99.165,98.9424
05/08/2023,99.08,7022484,99.07,99.29,99.03
05/05/2023,99.69,11254380,99.65,99.73,99.44
05/04/2023,100.23,12014120,99.98,100.80,99.96
05/03/2023,100.25,9534804,99.87,100.28,99.6935
05/02/2023,99.60,8540678,98.66,99.63,98.60
05/01/2023,98.32,17442070,99.11,99.17,98.19
04/28/2023,99.73,8525911,99.59,99.74,99.37
04/27/2023,98.99,5065839,99.23,99.28,98.88
04/26/2023,99.64,5902987,100.01,100.13,99.485
04/25/2023,100.03,13076810,99.61,100.07,99.59
04/24/2023,99.05,5143745,98.84,99.07,98.77
04/21/2023,98.57,5948165,99.02,99.10,98.49
04/20/2023,98.81,4607978,98.78,98.8874,98.68
04/19/2023,98.24,4648100,98.22,98.31,97.98
04/18/2023,98.45,5061415,98.32,98.67,98.30
04/17/2023,98.29,5681007,98.54,98.60,98.26
04/14/2023,98.92,4968542,99.08,99.10,98.79
04/13/2023,99.41,39858220,99.90,100.065,99.33
04/12/2023,99.74,5857167,99.91,99.95,99.29
04/11/2023,99.45,5458997,99.565,99.58,99.22
04/10/2023,99.49,6025074,99.69,99.755,99.37
04/06/2023,100.48,4264689,100.49,100.72,100.46
04/05/2023,100.45,6257056,100.40,100.765,100.3001
04/04/2023,100.03,6763202,98.97,100.14,98.95
04/03/2023,99.39,7226622,98.81,99.56,98.735
03/31/2023,99.12,6330052,98.74,99.185,98.58
03/30/2023,98.58,4157547,98.34,98.67,98.31
03/29/2023,98.43,13404760,98.23,98.62,98.19
03/28/2023,98.60,13324800,98.452,98.745,98.36
03/27/2023,98.66,8284356,98.94,99.14,98.625
03/24/2023,99.89,9135980,100.44,100.58,99.76
03/23/2023,99.86,7118827,99.13,99.94,98.98
03/22/2023,99.29,10705180,97.83,99.37,97.7499
03/21/2023,98.00,9851679,98.18,98.455,97.86
03/20/2023,98.86,7982461,99.42,99.43,98.63
03/17/2023,99.26,12293850,98.86,99.625,98.77
03/16/2023,98.10,14243230,99.53,99.76,97.98
03/15/2023,98.99,25157370,99.255,99.78,98.52
03/14/2023,97.58,47886760,98.09,98.18,97.38
03/13/2023,98.51,23930590,98.95,99.415,98.14
03/10/2023,97.33,11041270,96.81,97.415,96.67
03/09/2023,95.57,12498890,95.14,95.72,95.08
03/08/2023,94.98,5163480,95.38,95.56,94.86
03/07/2023,95.01,5053288,95.17,95.29,94.78
03/06/2023,95.00,3766424,95.39,95.42,94.9343
03/03/2023,95.17,5696994,94.91,95.17,94.63
03/02/2023,94.41,12952840,94.29,94.49,94.21
03/01/2023,94.80,8328617,95.135,95.30,94.75
02/28/2023,95.76,4690209,95.32,95.79,95.195
02/27/2023,95.61,3693234,95.66,95.76,95.45
02/24/2023,95.32,10757150,95.29,95.45,95.11
02/23/2023,95.90,7059763,95.56,96.00,95.51
02/22/2023,95.53,30136620,95.64,95.81,95.48
02/21/2023,95.36,11382100,95.75,95.83,95.335
02/17/2023,96.41,4540507,95.925,96.435,95.8999
02/16/2023,96.14,27126360,96.23,96.43,96.05
02/15/2023,96.46,4964758,96.58,96.795,96.33
02/14/2023,96.75,7133647,96.89,97.1161,96.49
02/13/2023,97.19,17262290,96.97,97.24,96.95
02/10/2023,96.96,5290058,97.35,97.38,96.89
02/09/2023,97.43,7358257,98.12,98.14,97.32
02/08/2023,97.87,6137619,97.61,97.88,97.40
02/07/2023,97.51,5678915,97.65,98.13,97.46
02/06/2023,97.75,5500522,97.90,98.04,97.70
02/03/2023,98.60,5267001,98.81,99.00,98.47
02/02/2023,99.67,5822979,100.02,100.205,99.6445
02/01/2023,99.71,20159130,99.20,99.77,98.83
01/31/2023,99.21,4856456,99.16,99.25,98.74
01/30/2023,98.71,2584607,98.74,98.95,98.6579
01/27/2023,99.02,5524111,98.80,99.02,98.77
01/26/2023,99.17,2875361,99.34,99.525,99.0301
01/25/2023,99.53,2924706,99.49,99.73,99.21
01/24/2023,99.42,3540326,98.98,99.435,98.65
01/23/2023,98.85,4334933,98.84,99.14,98.805
01/20/2023,99.17,8822676,99.32,99.445,99.06
01/19/2023,99.83,4234128,99.82,99.978,99.63
01/18/2023,100.02,7926409,99.87,100.06,99.55
01/17/2023,98.68,3708960,98.66,99.0247,98.64
01/13/2023,98.99,5573709,99.26,99.50,98.86
01/12/2023,99.52,5767999,98.96,99.52,98.48
01/11/2023,98.64,7118680,98.30,98.66,98.24
01/10/2023,98.01,4027039,98.22,98.33,97.825
01/09/2023,98.63,4988013,98.26,98.81,98.20
01/06/2023,98.38,6807822,97.17,98.43,97.08
01/05/2023,97.13,3177933,96.70,97.22,96.5697
01/04/2023,97.27,7800088,97.34,97.42,96.99
01/03/2023,96.53,6808415,96.91,96.995,96.34
12/30/2022,95.78,5043765,95.86,96.27,95.615
12/29/2022,96.18,4021775,95.97,96.265,95.915
12/28/2022,95.71,3161308,96.08,96.16,95.69
12/27/2022,95.94,4780840,96.22,96.41,95.90
12/23/2022,96.75,3164920,96.73,96.95,96.69
12/22/2022,97.19,2143083,97.24,97.48,97.14
12/21/2022,97.22,4406708,97.50,97.54,97.0852
12/20/2022,97.10,4199794,97.08,97.31,96.99
12/19/2022,97.81,3951062,98.05,98.06,97.73
12/16/2022,98.61,4432835,98.17,98.79,98.07
12/15/2022,98.86,4344188,98.81,99.01,98.55
12/14/2022,98.86,6533229,98.65,98.99,98.205
12/13/2022,98.59,7856616,99.14,99.26,98.495
12/12/2022,97.71,5192157,98.30,98.39,97.5841
12/09/2022,97.85,4343137,98.29,98.37,97.85
12/08/2022,98.58,5325780,98.62,98.875,98.45
12/07/2022,99.14,5386178,98.68,99.25,98.62
12/06/2022,98.28,5745527,97.93,98.41,97.845
12/05/2022,97.68,6295805,98.09,98.13,97.63
12/02/2022,98.68,5783829,97.92,98.69,97.61
12/01/2022,98.48,17629330,97.60,98.50,97.57
11/30/2022,97.61,7127202,96.57,97.61,96.40
11/29/2022,96.74,3356557,96.76,97.075,96.705
11/28/2022,97.15,4218401,97.22,97.35,97.01
11/25/2022,97.11,1345415,96.87,97.12,96.845
11/23/2022,97.14,5236519,96.75,97.18,96.65
11/22/2022,96.62,5532830,96.48,96.715,96.375
11/21/2022,96.07,4477700,96.54,96.605,96.04
11/18/2022,96.13,3102083,96.47,96.59,96.105
11/17/2022,96.47,5987899,96.53,96.63,96.26
11/16/2022,97.13,6140320,96.87,97.225,96.64
11/15/2022,96.42,6841567,96.18,96.49,95.94
11/14/2022,95.71,4130820,95.84,95.845,95.53
11/11/2022,95.94,2840252,95.70,96.0599,95.65
11/10/2022,96.14,9608306,95.43,96.18,95.43
11/09/2022,94.03,3658160,93.605,94.09,93.54
11/08/2022,93.71,4679234,93.35,93.88,93.32
11/07/2022,93.09,4289404,93.535,93.59,93.07
11/04/2022,93.42,5286954,93.64,93.95,93.40
11/03/2022,93.62,8403863,93.19,93.7935,93.18
11/02/2022,94.03,7582847,94.31,94.8701,93.79
11/01/2022,94.19,6066392,94.96,94.99,94.03
10/31/2022,94.41,4586910,94.43,94.56,94.01
10/28/2022,94.84,5659890,94.72,95.19,94.575
10/27/2022,95.33,7238058,94.96,95.465,94.67
10/26/2022,94.66,6692729,94.41,94.82,94.40
10/25/2022,94.18,6301456,94.04,94.44,93.96
10/24/2022,93.02,6210821,93.11,93.43,92.69
10/21/2022,93.14,7528699,92.60,93.325,92.48
10/20/2022,92.93,5738416,93.41,93.65,92.855
10/19/2022,93.63,5762580,93.88,94.0727,93.56
10/18/2022,94.62,4006711,94.63,94.80,94.07
10/17/2022,94.38,3215298,94.96,95.1101,94.325
10/14/2022,94.28,5887204,95.32,95.33,94.23
10/13/2022,94.81,6220120,93.98,95.24,93.97
10/12/2022,95.21,5847436,94.77,95.335,94.71
10/11/2022,94.90,5498458,94.98,95.43,94.64
10/10/2022,94.66,3829094,95.08,95.14,94.32
10/07/2022,95.22,5085329,95.19,95.53,95.07
10/06/2022,95.69,11298410,96.06,96.185,95.56
10/05/2022,96.22,8603709,96.555,96.59,95.98
10/04/2022,97.14,7361532,97.33,97.695,96.96
10/03/2022,96.94,10579880,96.72,97.65,96.49
09/30/2022,95.99,8847218,96.66,96.88,95.66
09/29/2022,96.24,6056493,95.98,96.58,95.89
09/28/2022,96.69,8471718,95.90,96.795,95.52
09/27/2022,94.56,8668410,95.24,95.3478,94.51
09/26/2022,95.21,8015481,96.29,96.30,95.07
09/23/2022,96.82,7630610,96.66,96.97,96.28
09/22/2022,96.70,6662421,97.16,97.22,96.585
09/21/2022,98.18,5414996,97.96,98.28,97.295
09/20/2022,97.79,4869090,97.70,98.04,97.535
09/19/2022,98.40,3879134,98.31,98.605,98.24
09/16/2022,98.68,4718232,98.515,98.99,98.45
09/15/2022,98.60,4622779,98.67,98.79,98.495
09/14/2022,98.94,3866587,98.74,99.18,98.69
09/13/2022,98.89,5100569,98.76,98.95,98.645
09/12/2022,99.45,4034248,99.97,100.05,99.27
09/09/2022,99.69,5780565,99.90,100.09,99.57
09/08/2022,99.68,5773615,100.04,100.26,99.68
09/07/2022,100.05,7169671,99.79,100.165,99.74
09/06/2022,99.40,6769381,99.905,99.935,99.35
09/02/2022,100.52,5741927,100.36,100.79,100.22
09/01/2022,99.96,10324200,100.09,100.31,99.73
08/31/2022,100.94,5797640,101.21,101.44,100.77
08/30/2022,101.36,4474194,101.385,101.72,101.02
08/29/2022,101.39,4416992,101.58,101.58,101.25
08/26/2022,101.97,5535934,101.86,102.23,101.62
08/25/2022,102.09,6645347,101.52,102.13,101.39
08/24/2022,101.44,3504616,101.54,101.64,101.29
08/23/2022,101.78,7754962,101.86,102.49,101.71
08/22/2022,102.03,4125859,102.40,102.45,101.975
08/19/2022,102.48,6678038,102.62,102.685,102.36
08/18/2022,103.37,3709246,103.445,103.73,103.28
08/17/2022,103.17,6366714,103.31,103.36,102.96
08/16/2022,103.87,3241813,103.79,103.91,103.39
08/15/2022,103.99,3441062,104.17,104.325,103.95
08/12/2022,103.66,4128621,103.65,103.695,103.32
08/11/2022,103.25,8309720,104.18,104.29,103.14
08/10/2022,103.94,7260376,104.35,104.71,103.93
08/09/2022,103.88,3814754,103.90,104.079,103.78
08/08/2022,104.19,6681347,104.00,104.2375,103.91
08/05/2022,103.58,10047170,103.73,103.765,103.35
08/04/2022,105.10,9873247,104.68,105.125,104.53
08/03/2022,104.57,7829524,103.975,104.58,103.425
08/02/2022,104.14,9269682,105.56,105.745,104.07
08/01/2022,105.60,9672404,105.29,105.67,105.13
07/29/2022,105.17,5961106,104.92,105.575,104.81
07/28/2022,105.13,5768201,105.10,105.32,104.745
07/27/2022,104.10,7475304,104.14,104.61,104.02
07/26/2022,103.89,4736256,104.55,104.695,103.85
07/25/2022,103.85,2994530,103.58,103.90,103.55
07/22/2022,104.22,7747077,104.00,104.46,103.82
07/21/2022,103.04,5344313,102.29,103.04,102.19
07/20/2022,101.88,53057460,102.48,102.49,101.80
07/19/2022,101.98,2996099,102.32,102.41,101.88
07/18/2022,102.45,3150744,102.42,102.6031,102.03
07/15/2022,102.75,3833968,102.47,102.99,102.44
07/14/2022,102.40,5370365,102.20,102.64,101.93
07/13/2022,102.97,6809436,101.91,103.0514,101.775
07/12/2022,102.53,3669155,102.83,103.03,102.45
07/11/2022,102.29,2765728,102.03,102.455,101.975
07/08/2022,101.49,3664901,101.83,101.84,101.3674
07/07/2022,102.11,4058159,102.77,102.77,102.03
07/06/2022,102.74,4754749,104.00,104.01,102.72
07/05/2022,103.62,6651364,103.75,104.02,103.44
07/01/2022,103.24,63222910,103.12,103.97,102.98
06/30/2022,102.30,5409539,102.10,102.54,102.01
06/29/2022,101.52,3559628,100.88,101.52,100.79
06/28/2022,100.71,3763301,100.47,100.7403,100.325
06/27/2022,100.58,5439411,100.57,101.02,100.45
06/24/2022,101.15,5127019,101.38,101.76,101.07
06/23/2022,101.51,9247185,101.56,102.17,101.395
06/22/2022,100.94,9501917,100.84,101.12,100.71
06/21/2022,99.68,10342130,99.66,99.945,99.5548
06/17/2022,100.20,7029837,100.26,100.46,99.55
06/16/2022,100.17,9168800,98.55,100.22,98.425
06/15/2022,99.52,10256230,98.95,99.56,98.40
06/14/2022,98.15,7829774,99.16,99.295,97.985
06/13/2022,98.94,9200783,99.66,99.80,98.42
06/10/2022,100.73,4443384,101.21,101.31,100.595
06/09/2022,101.73,4178574,101.69,101.94,101.51
06/08/2022,101.82,2917888,102.01,102.17,101.805
06/07/2022,102.20,3229975,102.055,102.43,102.0392
06/06/2022,101.79,4800608,102.31,102.405,101.73
06/03/2022,102.56,2687752,102.36,102.65,102.33
06/02/2022,102.76,3014275,102.91,102.92,102.515
06/01/2022,102.61,5555956,103.265,103.37,102.42
05/31/2022,103.32,6773169,103.615,103.63,103.15
05/27/2022,104.41,2508247,104.45,104.59,104.22
05/26/2022,104.26,3478872,104.365,104.41,103.875
05/25/2022,104.31,4274490,104.47,104.47,104.065
05/24/2022,104.10,6786630,103.74,104.4701,103.71
05/23/2022,103.21,5720619,103.57,103.77,103.20
05/20/2022,103.84,5908822,103.30,103.9899,103.27
05/19/2022,103.36,5137634,103.90,103.93,103.28
05/18/2022,102.99,4465536,102.26,103.10,102.1909
05/17/2022,102.26,4286767,102.35,102.65,102.23
05/16/2022,103.04,3315594,102.98,103.325,102.87
05/13/2022,102.61,6016939,102.87,102.94,102.5533
05/12/2022,103.15,8132398,103.12,103.57,103.0065
05/11/2022,102.81,7168081,101.93,102.85,101.7939
05/10/2022,102.18,8054607,102.31,102.575,102.115
05/09/2022,101.84,7301184,101.14,101.89,101.09
05/06/2022,101.09,12538480,101.15,101.605,100.99
05/05/2022,101.67,11675660,101.89,102.03,101.1543
05/04/2022,102.70,11934820,102.00,102.78,101.805
05/03/2022,102.04,8129054,102.52,102.60,102.015
05/02/2022,101.92,11326980,102.15,102.22,101.82
04/29/2022,102.81,10012550,102.60,103.21,102.55
04/28/2022,103.36,6943626,103.16,103.39,102.96
04/27/2022,103.51,7908948,104.03,104.125,103.46
04/26/2022,104.09,9575391,104.098,104.27,103.763
04/25/2022,103.40,8617430,103.55,103.975,103.34
04/22/2022,102.74,5451645,102.43,103.02,102.38
04/21/2022,102.69,9137476,102.97,102.98,102.27
04/20/2022,103.26,7479322,102.88,103.42,102.76
04/19/2022,102.46,7004936,102.74,102.93,102.39
04/18/2022,103.14,4591539,103.53,103.545,103.11
04/14/2022,103.44,6158698,104.23,104.27,103.32
04/13/2022,104.38,6346090,104.44,104.91,104.31
04/12/2022,104.15,12211020,104.19,104.585,104.025
04/11/2022,103.65,7356350,103.78,103.90,103.52
04/08/2022,104.15,8091848,104.08,104.42,103.995
04/07/2022,104.68,5518941,104.68,104.97,104.46
04/06/2022,104.94,9054356,104.65,105.315,104.65
04/05/2022,105.31,9675572,106.27,106.29,105.20
04/04/2022,106.58,7372066,106.76,106.78,106.38
04/01/2022,106.65,10237030,106.31,107.01,106.2001
03/31/2022,107.47,9147177,107.43,107.62,107.27
03/30/2022,107.27,6430112,106.63,107.30,106.56
03/29/2022,106.85,7539944,106.58,106.98,106.35
03/28/2022,106.32,12858520,106.25,106.695,106.122
03/25/2022,106.08,9055632,106.69,106.70,105.97
03/24/2022,107.18,11112420,107.15,107.50,107.11
03/23/2022,107.78,11222700,107.32,107.78,107.09
03/22/2022,107.06,7710542,107.20,107.24,106.97
03/21/2022,107.65,11003620,108.28,108.445,107.5705
03/18/2022,109.07,7509184,108.93,109.22,108.93
03/17/2022,108.75,7215919,109.03,109.24,108.55
03/16/2022,108.96,12847340,109.00,109.12,108.245
03/15/2022,109.11,9294415,109.74,109.80,109.03
03/14/2022,109.16,8622452,109.67,109.74,109.16
03/11/2022,110.56,5567585,110.47,110.70,110.35
03/10/2022,110.59,11100080,110.72,110.8302,110.36
03/09/2022,111.10,7932293,111.33,111.43,110.98
03/08/2022,111.79,10819360,111.87,112.07,111.645
03/07/2022,112.52,13633210,112.465,113.08,112.44
03/04/2022,113.00,20102300,112.88,113.30,112.765
03/03/2022,111.89,12247430,111.685,112.10,111.49
03/02/2022,111.41,12303860,112.46,112.56,111.39
03/01/2022,113.11,28285720,112.60,113.485,112.55
02/28/2022,112.12,12291800,111.62,112.14,111.58
02/25/2022,110.86,8101899,110.72,110.88,110.48
02/24/2022,110.89,19162080,111.52,111.545,110.73
02/23/2022,110.63,7941866,110.80,110.90,110.51
02/22/2022,111.21,8392502,110.97,111.22,110.84
02/18/2022,111.22,8486765,111.04,111.23,110.965
02/17/2022,110.86,8749505,110.53,110.90,110.52
02/16/2022,110.27,9007650,110.32,110.344,109.94
02/15/2022,110.04,8490464,110.05,110.2363,109.96
02/14/2022,110.37,11090030,110.54,110.83,110.2099
02/11/2022,111.14,18315580,110.47,111.23,109.92
02/10/2022,110.00,16633870,110.612,110.68,109.96
02/09/2022,111.02,10113530,111.13,111.37,110.98
02/08/2022,110.87,8111521,110.93,110.99,110.81
02/07/2022,111.23,10294740,111.23,111.345,111.09
02/04/2022,111.20,8616554,111.42,111.45,111.09
02/03/2022,112.06,8032554,112.04,112.16,111.92
02/02/2022,112.54,5997130,112.40,112.813,112.40
02/01/2022,112.31,16338720,112.50,112.54,112.13
01/31/2022,112.57,8258562,112.36,112.65,112.29
01/28/2022,112.57,6713486,112.15,112.66,112.12
01/27/2022,112.31,11609490,112.11,112.52,112.09
01/26/2022,111.84,12694730,112.66,112.7614,111.84
01/25/2022,112.64,13533980,112.89,113.085,112.5737
01/24/2022,112.79,22377390,113.24,113.285,112.77
01/21/2022,112.89,13250060,112.87,113.05,112.65
01/20/2022,112.24,8297375,112.175,112.24,112.03
01/19/2022,112.00,10349730,111.91,112.2152,111.8448
01/18/2022,111.73,11594140,112.10,112.195,111.69
01/14/2022,112.58,10595680,113.07,113.09,112.545
01/13/2022,113.36,8431067,113.07,113.40,112.975
01/12/2022,113.00,7996516,113.17,113.43,112.98
01/11/2022,112.98,8086509,112.66,112.99,112.5601
01/10/2022,112.71,8430717,112.45,112.75,112.38
01/07/2022,112.74,13318190,112.96,113.00,112.47
01/06/2022,113.11,10957420,113.13,113.2078,112.98
01/05/2022,113.39,13715710,113.89,113.90,113.31
01/04/2022,113.87,15911820,113.67,113.89,113.58
01/03/2022,113.93,27744660,114.37,114.41,113.93
12/31/2021,115.00,7584498,115.16,115.31,115.00
12/30/2021,115.13,10296000,114.98,115.14,114.79
12/29/2021,114.75,11879910,114.97,115.07,114.665
12/28/2021,115.34,8314510,115.55,115.58,115.28
12/27/2021,115.36,3472284,115.28,115.42,115.25
12/23/2021,115.32,7209701,115.48,115.49,115.18
12/22/2021,115.56,5538181,115.63,115.64,115.335
12/21/2021,115.45,7672779,115.49,115.54,115.23
12/20/2021,115.91,13772090,116.20,116.35,115.88
12/17/2021,116.01,7933070,116.12,116.335,115.94
12/16/2021,115.75,9085402,115.58,115.905,115.5584
12/15/2021,115.52,8428019,115.41,115.73,115.28
12/14/2021,115.69,4749517,115.65,115.805,115.4305
12/13/2021,115.89,5706947,115.63,115.985,115.61
12/10/2021,115.34,5051553,115.44,115.655,115.28
12/09/2021,115.26,9198395,115.25,115.44,115.10
12/08/2021,114.97,11126600,115.17,115.20,114.815
12/07/2021,115.34,7678396,115.46,115.70,115.255
12/06/2021,115.78,9863270,116.19,116.28,115.65
12/03/2021,116.36,19790960,115.49,116.64,115.39
12/02/2021,115.68,11448860,115.90,115.95,115.41
12/01/2021,115.93,24991560,115.298,115.93,115.155
11/30/2021,115.80,19416790,115.82,116.145,115.22
11/29/2021,115.11,13908210,114.692,115.195,114.66
11/26/2021,115.37,13878530,114.98,115.39,114.92
11/24/2021,113.90,8322907,113.57,113.92,113.50
11/23/2021,113.55,11543700,113.82,113.88,113.55
11/22/2021,114.02,10876190,114.33,114.435,113.945
11/19/2021,114.86,10731620,114.92,115.11,114.79
11/18/2021,114.55,10183370,114.31,114.58,114.29
11/17/2021,114.48,10006200,114.07,114.49,114.05
11/16/2021,114.07,6573729,114.18,114.40,114.05
11/15/2021,114.17,8021394,114.55,114.5786,114.13
11/12/2021,114.62,10613440,114.80,114.94,114.52
11/11/2021,114.38,3746050,114.75,114.80,114.38
